2,0.0055086612701416,0.20085959328570074,PBPF,cracker_scene1,1
2,0.0051734447479248,0.0910202935693282,PBPF,cracker_scene1,1
2,0.0057220458984375,0.10714251443730602,PBPF,cracker_scene1,1
2,0.0052876472473144,0.04327940104140975,PBPF,cracker_scene1,1
2,0.0052521228790283,0.3320301221400341,PBPF,cracker_scene1,1
2,0.0052030086517333,0.3133507429851417,PBPF,cracker_scene1,1
2,0.0052249431610107,0.23977268681742747,PBPF,cracker_scene1,1
2,0.0054197311401367,0.20418105826823363,PBPF,cracker_scene1,1
2,0.0053136348724365,0.12830560779770475,PBPF,cracker_scene1,1
2,0.0051980018615722,0.143501048211987,PBPF,cracker_scene1,1
2,0.0049564838409423,0.15978961496827665,PBPF,cracker_scene1,1
2,0.0049138069152832,0.19080345083598257,PBPF,cracker_scene1,1
2,0.0051729679107666,0.06953219054686913,PBPF,cracker_scene1,1
2,0.0058226585388183,0.16765134890215513,PBPF,cracker_scene1,1
2,0.0057454109191894,0.07495367494382606,PBPF,cracker_scene1,1
2,0.0054271221160888,0.11285740025294265,PBPF,cracker_scene1,1
2,0.0058422088623046,0.14117782408362478,PBPF,cracker_scene1,1
2,0.0051820278167724,0.16816266925965553,PBPF,cracker_scene1,1
2,0.0053911209106445,0.15283259004661887,PBPF,cracker_scene1,1
2,0.005293846130371,0.10880798807549354,PBPF,cracker_scene1,1
2,0.0057513713836669,0.13344662405865618,PBPF,cracker_scene1,1
2,0.0055418014526367,0.13973195579664932,PBPF,cracker_scene1,1
2,0.0052559375762939,0.21025938777526937,PBPF,cracker_scene1,1
2,0.0059325695037841,0.18775138880056885,PBPF,cracker_scene1,1
2,0.0051538944244384,0.09500195134776972,PBPF,cracker_scene1,1
2,0.0053517818450927,0.2879178145492165,PBPF,cracker_scene1,1
2,0.0052809715270996,0.18200862762680112,PBPF,cracker_scene1,1
2,0.0054824352264404,0.10951923937496301,PBPF,cracker_scene1,1
2,0.005159854888916,0.06737266910872308,PBPF,cracker_scene1,1
2,0.0052134990692138,0.15810331428770025,PBPF,cracker_scene1,1
2,0.00504732131958,0.10926704464581405,PBPF,cracker_scene1,1
2,0.0060172080993652,0.12092173290511149,PBPF,cracker_scene1,1
2,0.0051720142364501,0.1219093132259602,PBPF,cracker_scene1,1
2,0.0051484107971191,0.14118297058209953,PBPF,cracker_scene1,1
2,0.0053563117980957,0.12363463907354634,PBPF,cracker_scene1,1
2,0.005340576171875,0.26653635282245886,PBPF,cracker_scene1,1
2,0.0053868293762207,0.2308739518959057,PBPF,cracker_scene1,1
2,0.0053966045379638,0.23743809791752285,PBPF,cracker_scene1,1
2,0.0051734447479248,0.16852862380650832,PBPF,cracker_scene1,1
2,0.0053129196166992,0.02823433957033432,PBPF,cracker_scene1,1
2,0.0052962303161621,0.13428138956778998,PBPF,cracker_scene1,1
2,0.0052466392517089,0.18556368948063998,PBPF,cracker_scene1,1
2,0.0053098201751708,0.21476349055092503,PBPF,cracker_scene1,1
2,0.006066083908081,0.19469389574348092,PBPF,cracker_scene1,1
2,0.0051908493041992,0.17623108745733077,PBPF,cracker_scene1,1
2,0.0054771900177001,0.19980986406536783,PBPF,cracker_scene1,1
2,0.0053427219390869,0.09105979718108359,PBPF,cracker_scene1,1
2,0.0051770210266113,0.14202782603364061,PBPF,cracker_scene1,1
2,0.0050280094146728,0.28025861243949346,PBPF,cracker_scene1,1
2,0.0053825378417968,0.22335580741747757,PBPF,cracker_scene1,1
2,0.0053415298461914,0.07603981433315939,PBPF,cracker_scene1,1
2,0.0059456825256347,0.16081490734256282,PBPF,cracker_scene1,1
2,0.0052416324615478,0.06268243990667571,PBPF,cracker_scene1,1
2,0.0051989555358886,0.14698342072087672,PBPF,cracker_scene1,1
2,0.0052301883697509,0.24588317040111174,PBPF,cracker_scene1,1
2,0.0054779052734375,0.1317046670758722,PBPF,cracker_scene1,1
2,0.00535249710083,0.16953988132895137,PBPF,cracker_scene1,1
2,0.0050618648529052,0.21876327469864737,PBPF,cracker_scene1,1
2,0.0051510334014892,0.10054764111643476,PBPF,cracker_scene1,1
2,0.0057899951934814,0.0874102329108369,PBPF,cracker_scene1,1
2,0.0060007572174072,0.08099824619370431,PBPF,cracker_scene1,1
2,0.0050947666168212,0.10133377879071571,PBPF,cracker_scene1,1
2,0.0053224563598632,0.10033824038636933,PBPF,cracker_scene1,1
2,0.0049574375152587,0.16491357276580454,PBPF,cracker_scene1,1
2,0.0052161216735839,0.1284230989795626,PBPF,cracker_scene1,1
2,0.0061097145080566,0.09357693635091786,PBPF,cracker_scene1,1
2,0.0050575733184814,0.062200459487237396,PBPF,cracker_scene1,1
2,0.0055189132690429,0.1080380903751831,PBPF,cracker_scene1,1
2,0.0054092407226562,0.16220067050064335,PBPF,cracker_scene1,1
